system:index,B11,B3,B3_20m,B4,B4_20m,B8,B8_20m,CLP,CLP_20m,EPSG,NDSI_20m,NDVI,NDVI_20m,doi,kNDVI,kNDVI_20m,lat,long,name,year,.geo
20160619T212523_20160619T225813_T07WET_4,1473,6176,6178,6434,6430,6416,6431,68,72,32607,0.6149522938178016,-0.0014007782101167316,7.775445144234507E-5,171,1.9621795939353162E-6,6.045754719099997E-9,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160619T212523_20160619T225813_T07WET_5,1708,6357,6363,6646,6658,6724,6714,92,94,32607,0.5767562879444926,0.0058339566192969336,0.004187855219862399,171,3.4035049822696616E-5,1.753813134073058E-5,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160623T210542_20160623T210544_T07WET_0,2624,987,982,958,920,2232,2274,7,8,32607,-0.45535219079312256,0.3993730407523511,0.42391984971822166,175,0.15815990540024805,0.177798151311266,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160623T210542_20160623T210544_T07WET_1,2532,984,981,836,859,2606,2523,7,8,32607,-0.44150298889837747,0.5142359093550262,0.4920165582495565,175,0.2584423697283418,0.23745970871493138,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160623T210542_20160623T210544_T07WET_2,2819,1049,1039,1142,1111,2566,2553,11,11,32607,-0.46137895282529806,0.38403451995685006,0.3935589519650655,175,0.14642243284534154,0.15366180201856067,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160623T210542_20160623T210544_T07WET_3,2081,866,966,860,916,1499,1976,8,6,32607,-0.3659337052838858,0.2708774904620602,0.3665283540802213,175,0.07324321887950715,0.1335406167041228,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160623T210542_20160623T210544_T07WET_4,2539,967,950,916,883,2252,2238,7,7,32607,-0.45543135568930926,0.4217171717171717,0.43415571932073055,175,0.17599377270226055,0.18629016668051074,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160623T210542_20160623T210544_T07WET_5,2704,1007,1015,1049,1046,2424,2393,7,7,32607,-0.4541543425652057,0.3959113158652462,0.3916836289619075,175,0.15547455373488453,0.15222366472806148,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160623T210544_20160624T001800_T07WET_0,2624,987,982,958,920,2232,2274,8,9,32607,-0.45535219079312256,0.3993730407523511,0.42391984971822166,175,0.15815990540024805,0.177798151311266,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160623T210544_20160624T001800_T07WET_1,2532,984,981,836,859,2606,2523,7,8,32607,-0.44150298889837747,0.5142359093550262,0.4920165582495565,175,0.2584423697283418,0.23745970871493138,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160623T210544_20160624T001800_T07WET_2,2819,1049,1039,1142,1111,2566,2553,10,10,32607,-0.46137895282529806,0.38403451995685006,0.3935589519650655,175,0.14642243284534154,0.15366180201856067,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160623T210544_20160624T001800_T07WET_3,2081,866,966,860,916,1499,1976,6,5,32607,-0.3659337052838858,0.2708774904620602,0.3665283540802213,175,0.07324321887950715,0.1335406167041228,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160623T210544_20160624T001800_T07WET_4,2539,967,950,916,883,2252,2238,7,6,32607,-0.45543135568930926,0.4217171717171717,0.43415571932073055,175,0.17599377270226055,0.18629016668051074,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160623T210544_20160624T001800_T07WET_5,2704,1007,1015,1049,1046,2424,2393,7,7,32607,-0.4541543425652057,0.3959113158652462,0.3916836289619075,175,0.15547455373488453,0.15222366472806148,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160626T211512_20160626T211514_T07WET_0,1445,959,958,863,846,1602,1582,43,45,32607,-0.20266333749479817,0.2997971602434077,0.3031301482701812,178,0.08963710089062525,0.09163014235301951,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160626T211512_20160626T211514_T07WET_1,1409,955,954,822,820,1672,1643,44,48,32607,-0.192551840880237,0.3408179631114675,0.33414535119772637,178,0.11563727555592757,0.11119144625643475,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160626T211512_20160626T211514_T07WET_2,1461,966,958,908,895,1661,1649,36,35,32607,-0.20793716411740387,0.2931101595951732,0.29638364779874216,178,0.08570280784871236,0.0876180161587777,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160626T211512_20160626T211514_T07WET_3,1218,935,958,806,808,1302,1468,44,54,32607,-0.11948529411764706,0.23529411764705882,0.28998242530755713,178,0.05530682640593759,0.08389216363462682,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160626T211512_20160626T211514_T07WET_4,1619,1029,999,913,887,1863,1798,34,33,32607,-0.23682200152788388,0.34221902017291067,0.339292364990689,178,0.1165813479497197,0.11461345247629823,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160626T211512_20160626T211514_T07WET_5,1636,1016,1013,944,940,1793,1761,42,42,32607,-0.2351830879577199,0.3101936426744611,0.3039614957423177,178,0.09592424647514337,0.09213058573303538,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160626T211514_20160627T150110_T07WET_0,1445,959,958,863,846,1602,1582,43,45,32607,-0.20266333749479817,0.2997971602434077,0.3031301482701812,178,0.08963710089062525,0.09163014235301951,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160626T211514_20160627T150110_T07WET_1,1409,955,954,822,820,1672,1643,44,48,32607,-0.192551840880237,0.3408179631114675,0.33414535119772637,178,0.11563727555592757,0.11119144625643475,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160626T211514_20160627T150110_T07WET_2,1461,966,958,908,895,1661,1649,36,35,32607,-0.20793716411740387,0.2931101595951732,0.29638364779874216,178,0.08570280784871236,0.0876180161587777,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160626T211514_20160627T150110_T07WET_3,1218,935,958,806,808,1302,1468,44,54,32607,-0.11948529411764706,0.23529411764705882,0.28998242530755713,178,0.05530682640593759,0.08389216363462682,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160626T211514_20160627T150110_T07WET_4,1619,1029,999,913,887,1863,1798,34,33,32607,-0.23682200152788388,0.34221902017291067,0.339292364990689,178,0.1165813479497197,0.11461345247629823,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160626T211514_20160627T150110_T07WET_5,1636,1016,1013,944,940,1793,1761,42,42,32607,-0.2351830879577199,0.3101936426744611,0.3039614957423177,178,0.09592424647514337,0.09213058573303538,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160702T213531_20160702T232427_T07WET_0,3561,5381,5298,5587,5527,5630,5602,99,99,32607,0.19607179139857772,0.003833467058928412,0.006739149968550634,184,1.469546969083139E-5,4.54161422673905E-5,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160702T213531_20160702T232427_T07WET_1,3436,5255,5330,5315,5407,5749,5787,100,100,32607,0.216062057951175,0.03922631959508315,0.03394675719135251,184,0.0015387029346260763,0.0011523818136934267,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160702T213531_20160702T232427_T07WET_2,5519,6529,6502,7010,6961,7091,7079,100,100,32607,0.08177356293153648,0.005744273455783278,0.008404558404558405,184,3.299667752284098E-5,7.063660185815219E-5,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160702T213531_20160702T232427_T07WET_3,2754,5255,5093,5257,5083,5630,5466,99,99,32607,0.29807569771887343,0.03426104528336548,0.03630675893449616,184,0.001173818684792897,0.001318179980837652,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160702T213531_20160702T232427_T07WET_4,6845,10469,10455,11543,11498,11584,11585,100,100,32607,0.20867052023121388,0.0017728196480304406,0.0037690074946930643,184,3.142889504432427E-6,1.4205417494096967E-5,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160702T213531_20160702T232427_T07WET_5,6808,9622,9710,10177,10315,10876,10870,100,100,32607,0.17568712919239618,0.03320191896641809,0.026197781449138542,184,0.0011023669765153922,6.863236450948005E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160702T213532_20160702T213531_T07WET_0,3561,5381,5298,5587,5527,5630,5602,99,99,32607,0.19607179139857772,0.003833467058928412,0.006739149968550634,184,1.469546969083139E-5,4.54161422673905E-5,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160702T213532_20160702T213531_T07WET_1,3436,5255,5330,5315,5407,5749,5787,100,100,32607,0.216062057951175,0.03922631959508315,0.03394675719135251,184,0.0015387029346260763,0.0011523818136934267,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160702T213532_20160702T213531_T07WET_2,5519,6529,6502,7010,6961,7091,7079,100,100,32607,0.08177356293153648,0.005744273455783278,0.008404558404558405,184,3.299667752284098E-5,7.063660185815219E-5,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160702T213532_20160702T213531_T07WET_3,2754,5255,5093,5257,5083,5630,5466,99,99,32607,0.29807569771887343,0.03426104528336548,0.03630675893449616,184,0.001173818684792897,0.001318179980837652,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160702T213532_20160702T213531_T07WET_4,6845,10469,10455,11543,11498,11584,11585,100,100,32607,0.20867052023121388,0.0017728196480304406,0.0037690074946930643,184,3.142889504432427E-6,1.4205417494096967E-5,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160702T213532_20160702T213531_T07WET_5,6808,9622,9710,10177,10315,10876,10870,100,100,32607,0.17568712919239618,0.03320191896641809,0.026197781449138542,184,0.0011023669765153922,6.863236450948005E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160703T210119_20160705T203750_T07WET_0,5140,5968,6108,6322,6373,6796,6943,100,100,32607,0.0860597439544808,0.0361335569446562,0.04280564734154401,185,0.001305633195577207,0.001832321393711522,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160703T210119_20160705T203750_T07WET_1,5221,6348,6249,6657,6582,7197,7131,100,100,32607,0.08962510897994769,0.0389779125162408,0.040035003281557645,185,0.0015192764951902254,0.001602800115238035,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160703T210119_20160705T203750_T07WET_2,4634,5966,5942,6047,6144,6508,6468,100,100,32607,0.12367624810892587,0.0367184388689765,0.025689819219790674,185,0.0013482429360469565,6.599667157279992E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160703T210119_20160705T203750_T07WET_3,5004,6577,6616,6719,6804,7407,7474,100,100,32607,0.1387263339070568,0.04870451649440748,0.04692533968342905,185,0.0023721254776386826,0.0022019839454505566,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160703T210119_20160705T203750_T07WET_4,5210,6844,6861,7295,7304,7633,7623,100,100,32607,0.13677408665396404,0.02264201500535906,0.021370670596904937,185,5.126607985902069E-4,4.56705530008209E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160703T210119_20160705T203750_T07WET_5,5345,6799,6850,7444,7441,7185,7281,100,100,32607,0.12341123411234112,-0.01770455943673525,-0.010868088574921886,185,3.1345141458316984E-4,1.1811534872306261E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160709T212522_20160709T212529_T07WET_0,3921,3662,3662,3768,3813,4359,4382,98,98,32607,-0.03415534748780166,0.07272056109265411,0.06943258084197682,191,0.005288230709002402,0.00482084593547764,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160709T212522_20160709T212529_T07WET_1,3931,3687,3663,3838,3815,4453,4408,99,99,32607,-0.035291019225704504,0.07417681823664214,0.07211479995135596,191,0.005502144839463259,0.0052004974884765935,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160709T212522_20160709T212529_T07WET_2,4185,3767,3828,3893,3980,4631,4693,99,99,32607,-0.04455260202171472,0.08657907085875176,0.08220915484838003,191,0.007495795117423825,0.006758242246444062,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160709T212522_20160709T212529_T07WET_3,3129,3164,2976,3162,2977,3899,3703,99,99,32607,-0.02506142506142506,0.10437615068687155,0.10868263473053892,191,0.010893949843605578,0.011811365784561224,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160709T212522_20160709T212529_T07WET_4,4462,4480,4471,4718,4705,5274,5255,99,99,32607,0.0010075002798611888,0.055644515612489995,0.055220883534136546,191,0.0030963022228516586,0.003049336526866892,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160709T212522_20160709T212529_T07WET_5,4566,4559,4576,4791,4811,5318,5325,99,99,32607,0.0010938525486764385,0.05213176377485409,0.050710339384372534,191,0.0027177141032626397,0.0025715328521277126,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160709T212522_20160709T231632_T07WET_0,3921,3662,3662,3768,3813,4359,4382,98,98,32607,-0.03415534748780166,0.07272056109265411,0.06943258084197682,191,0.005288230709002402,0.00482084593547764,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160709T212522_20160709T231632_T07WET_1,3931,3687,3663,3838,3815,4453,4408,99,99,32607,-0.035291019225704504,0.07417681823664214,0.07211479995135596,191,0.005502144839463259,0.0052004974884765935,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160709T212522_20160709T231632_T07WET_2,4185,3767,3828,3893,3980,4631,4693,99,99,32607,-0.04455260202171472,0.08657907085875176,0.08220915484838003,191,0.007495795117423825,0.006758242246444062,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160709T212522_20160709T231632_T07WET_3,3129,3164,2976,3162,2977,3899,3703,99,99,32607,-0.02506142506142506,0.10437615068687155,0.10868263473053892,191,0.010893949843605578,0.011811365784561224,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160709T212522_20160709T231632_T07WET_4,4462,4480,4471,4718,4705,5274,5255,99,99,32607,0.0010075002798611888,0.055644515612489995,0.055220883534136546,191,0.0030963022228516586,0.003049336526866892,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160709T212522_20160709T231632_T07WET_5,4566,4559,4576,4791,4811,5318,5325,99,99,32607,0.0010938525486764385,0.05213176377485409,0.050710339384372534,191,0.0027177141032626397,0.0025715328521277126,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160709T212522_20160903T231811_T07WET_0,3921,3662,3662,3768,3813,4359,4382,98,98,32607,-0.03415534748780166,0.07272056109265411,0.06943258084197682,191,0.005288230709002402,0.00482084593547764,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160709T212522_20160903T231811_T07WET_1,3931,3687,3663,3838,3815,4453,4408,99,99,32607,-0.035291019225704504,0.07417681823664214,0.07211479995135596,191,0.005502144839463259,0.0052004974884765935,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160709T212522_20160903T231811_T07WET_2,4185,3767,3828,3893,3980,4631,4693,99,99,32607,-0.04455260202171472,0.08657907085875176,0.08220915484838003,191,0.007495795117423825,0.006758242246444062,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160709T212522_20160903T231811_T07WET_3,3129,3164,2976,3162,2977,3899,3703,99,99,32607,-0.02506142506142506,0.10437615068687155,0.10868263473053892,191,0.010893949843605578,0.011811365784561224,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160709T212522_20160903T231811_T07WET_4,4462,4480,4471,4718,4705,5274,5255,99,99,32607,0.0010075002798611888,0.055644515612489995,0.055220883534136546,191,0.0030963022228516586,0.003049336526866892,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160709T212522_20160903T231811_T07WET_5,4566,4559,4576,4791,4811,5318,5325,99,99,32607,0.0010938525486764385,0.05213176377485409,0.050710339384372534,191,0.0027177141032626397,0.0025715328521277126,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160713T210547_20160714T001735_T07WET_0,2304,1004,982,718,700,3053,3126,11,12,32607,-0.4023128423615338,0.6191991514187218,0.6340825927861997,195,0.3656631010136828,0.3817108246131201,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160713T210547_20160714T001735_T07WET_1,2298,994,988,720,711,3124,3130,11,12,32607,-0.3986609860012173,0.6253902185223725,0.6297839104399896,195,0.37231927474809845,0.37705986399058866,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160713T210547_20160714T001735_T07WET_2,2531,1057,1047,857,854,2961,2982,13,13,32607,-0.41475684740078256,0.5510738606600314,0.5547445255474452,195,0.2946788863937206,0.29838105292749334,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160713T210547_20160714T001735_T07WET_3,1808,912,951,620,641,2328,2687,14,12,32607,-0.3106197897789054,0.5793758480325645,0.6147836538461539,195,0.3236119911648839,0.36093361287620596,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160713T210547_20160714T001735_T07WET_4,2155,946,954,686,691,2895,2868,9,8,32607,-0.3862978449662271,0.6168667969840826,0.6116886765945491,195,0.36316300547441205,0.3576276995350851,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160713T210547_20160714T001735_T07WET_5,2495,1025,1015,801,797,2864,2814,11,11,32607,-0.42165242165242167,0.5628922237380628,0.5585710329548601,195,0.3066537798458423,0.30225692999346,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160716T211517_20160717T003550_T07WET_0,3114,3925,3946,3976,3994,3981,4002,99,99,32607,0.11784702549575071,6.283775292195551E-4,0.0010005002501250625,198,3.9485831922805226E-7,1.0010007504999781E-6,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160716T211517_20160717T003550_T07WET_1,2979,3986,3966,3930,3977,3971,4019,99,99,32607,0.14211663066954644,0.005189216554866472,0.005252626313156579,198,2.692796844679163E-5,2.759008317866423E-5,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160716T211517_20160717T003550_T07WET_2,4448,4684,4619,4931,4940,5192,5118,100,100,32607,0.01885960074997243,0.025782870690506766,0.017697355339033605,198,6.647563231245457E-4,3.131963757553375E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160716T211517_20160717T003550_T07WET_3,2630,3729,3684,3818,3762,3611,3545,99,99,32607,0.16693063034526448,-0.02786377708978328,-0.0296975502942384,198,7.763899177112995E-4,8.819442648124115E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160716T211517_20160717T003550_T07WET_4,2713,3908,3894,3883,3889,3834,3827,99,99,32607,0.17874981080672014,-0.0063496177270960215,-0.008035251425609125,198,4.031764525840643E-5,6.456526538303631E-5,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160716T211517_20160717T003550_T07WET_5,2654,3918,3898,3889,3905,3936,3852,100,100,32607,0.18986568986568986,0.006006389776357828,-0.006832538352455847,198,3.60767181298842E-5,4.6683580303866666E-5,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160716T211522_20160716T211517_T07WET_0,3114,3925,3946,3976,3994,3981,4002,99,99,32607,0.11784702549575071,6.283775292195551E-4,0.0010005002501250625,198,3.9485831922805226E-7,1.0010007504999781E-6,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160716T211522_20160716T211517_T07WET_1,2979,3986,3966,3930,3977,3971,4019,99,99,32607,0.14211663066954644,0.005189216554866472,0.005252626313156579,198,2.692796844679163E-5,2.759008317866423E-5,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160716T211522_20160716T211517_T07WET_2,4448,4684,4619,4931,4940,5192,5118,100,100,32607,0.01885960074997243,0.025782870690506766,0.017697355339033605,198,6.647563231245457E-4,3.131963757553375E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160716T211522_20160716T211517_T07WET_3,2630,3729,3684,3818,3762,3611,3545,99,99,32607,0.16693063034526448,-0.02786377708978328,-0.0296975502942384,198,7.763899177112995E-4,8.819442648124115E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160716T211522_20160716T211517_T07WET_4,2713,3908,3894,3883,3889,3834,3827,99,99,32607,0.17874981080672014,-0.0063496177270960215,-0.008035251425609125,198,4.031764525840643E-5,6.456526538303631E-5,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160716T211522_20160716T211517_T07WET_5,2654,3918,3898,3889,3905,3936,3852,100,100,32607,0.18986568986568986,0.006006389776357828,-0.006832538352455847,198,3.60767181298842E-5,4.6683580303866666E-5,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160722T213532_20160722T213533_T07WET_0,3282,3560,3564,3636,3622,4362,4373,100,100,32607,0.04119193689745837,0.09077269317329333,0.0939337085678549,204,0.008239495360524436,0.008823312627164901,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160722T213532_20160722T213533_T07WET_1,3269,3495,3505,3630,3636,4340,4326,100,100,32607,0.03483909064068497,0.0890840652446675,0.08666164280331574,204,0.00793580408321232,0.007510099134749544,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160722T213532_20160722T213533_T07WET_2,3883,4131,4133,4315,4331,5013,5078,100,100,32607,0.031187624750499,0.07482847341337907,0.07939207142097991,204,0.005599241917379622,0.006303017533701001,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160722T213532_20160722T213533_T07WET_3,2909,3088,3092,3132,3131,3977,3983,100,100,32607,0.030494917513747707,0.11886341257560838,0.11976384593758785,204,0.014127570837464241,0.014342395241569661,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160722T213532_20160722T213533_T07WET_4,3739,3906,3916,4069,4087,4931,4927,100,100,32607,0.02312214239059438,0.09577777777777778,0.09318837364100288,204,0.009173125408418971,0.008683854690750385,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160722T213532_20160722T213533_T07WET_5,3417,3592,3545,3757,3716,4442,4381,100,99,32607,0.018385521401896008,0.08354677399682889,0.08212918364826478,204,0.00697995008826459,0.0067451005113839035,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160722T213533_20160722T232939_T07WET_0,3282,3560,3564,3636,3622,4362,4373,100,100,32607,0.04119193689745837,0.09077269317329333,0.0939337085678549,204,0.008239495360524436,0.008823312627164901,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160722T213533_20160722T232939_T07WET_1,3269,3495,3505,3630,3636,4340,4326,100,100,32607,0.03483909064068497,0.0890840652446675,0.08666164280331574,204,0.00793580408321232,0.007510099134749544,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160722T213533_20160722T232939_T07WET_2,3883,4131,4133,4315,4331,5013,5078,100,100,32607,0.031187624750499,0.07482847341337907,0.07939207142097991,204,0.005599241917379622,0.006303017533701001,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160722T213533_20160722T232939_T07WET_3,2909,3088,3092,3132,3131,3977,3983,100,100,32607,0.030494917513747707,0.11886341257560838,0.11976384593758785,204,0.014127570837464241,0.014342395241569661,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160722T213533_20160722T232939_T07WET_4,3739,3906,3916,4069,4087,4931,4927,100,100,32607,0.02312214239059438,0.09577777777777778,0.09318837364100288,204,0.009173125408418971,0.008683854690750385,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
