system:index,B11,B3,B3_20m,B4,B4_20m,B8,B8_20m,CLP,CLP_20m,EPSG,NDSI_20m,NDVI,NDVI_20m,doi,kNDVI,kNDVI_20m,lat,long,name,year,.geo
20160311T212510_20160311T232356_T07WET_0,1973,5980,5971,6635,6640,6700,6686,91,91,32607,0.5032729103726082,0.004874390701162355,0.0034518985441993094,71,2.3759684703107072E-5,1.1915603558881381E-5,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160311T212510_20160311T232356_T07WET_1,1995,5991,6015,6726,6715,6715,6745,89,91,32607,0.50187265917603,-8.183914887285172E-4,0.002228826151560178,71,6.697646288231785E-7,4.967666013837691E-6,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160311T212510_20160311T232356_T07WET_2,2587,6179,6181,6950,6990,6984,6980,98,98,32607,0.40989963503649635,0.0024400746375771495,-7.158196134574087E-4,71,5.953964236876902E-6,5.123977190102692E-7,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160311T212510_20160311T232356_T07WET_3,1438,5838,5832,6466,6457,6453,6352,26,23,32607,0.6044016506189821,-0.0010062698351265577,-0.008197361230384885,71,1.0125789810852837E-6,6.719673104027714E-5,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160311T212510_20160311T232356_T07WET_4,2586,6102,6146,6754,6832,6906,6927,98,98,32607,0.407695831424645,0.011127379209370425,0.006904571553165201,71,1.2381856743637348E-4,4.7673108296662154E-5,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160311T212510_20160311T232356_T07WET_5,2835,6269,6291,6999,7026,7078,7148,99,99,32607,0.378698224852071,0.005611991191304965,0.00860730915761253,71,3.14944451208714E-5,7.408577079917562E-5,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160311T212512_20160311T212510_T07WET_0,1973,5980,5971,6635,6640,6700,6686,88,90,32607,0.5032729103726082,0.004874390701162355,0.0034518985441993094,71,2.3759684703107072E-5,1.1915603558881381E-5,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160311T212512_20160311T212510_T07WET_1,1995,5991,6015,6726,6715,6715,6745,89,90,32607,0.50187265917603,-8.183914887285172E-4,0.002228826151560178,71,6.697646288231785E-7,4.967666013837691E-6,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160311T212512_20160311T212510_T07WET_2,2587,6179,6181,6950,6990,6984,6980,96,97,32607,0.40989963503649635,0.0024400746375771495,-7.158196134574087E-4,71,5.953964236876902E-6,5.123977190102692E-7,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160311T212512_20160311T212510_T07WET_3,1438,5838,5832,6466,6457,6453,6352,20,19,32607,0.6044016506189821,-0.0010062698351265577,-0.008197361230384885,71,1.0125789810852837E-6,6.719673104027714E-5,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160311T212512_20160311T212510_T07WET_4,2586,6102,6146,6754,6832,6906,6927,98,98,32607,0.407695831424645,0.011127379209370425,0.006904571553165201,71,1.2381856743637348E-4,4.7673108296662154E-5,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160311T212512_20160311T212510_T07WET_5,2835,6269,6291,6999,7026,7078,7148,99,99,32607,0.378698224852071,0.005611991191304965,0.00860730915761253,71,3.14944451208714E-5,7.408577079917562E-5,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160315T210332_20160316T005620_T07WET_0,1939,6077,6095,6752,6739,6604,6616,86,87,32607,0.5173014687577795,-0.011081162024558252,-0.009210033695245227,75,1.2279215119736215E-4,8.48247204641079E-5,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160315T210332_20160316T005620_T07WET_1,1975,6093,6106,6734,6710,6587,6658,85,85,32607,0.5111991090211607,-0.011035207566999475,-0.0038898862956313583,75,1.2177580544481058E-4,1.5131215391785867E-5,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160315T210332_20160316T005620_T07WET_2,2396,6255,6231,6914,6914,6727,6768,86,87,32607,0.4445346006723079,-0.013708672384722528,-0.010670954538810116,75,1.8792769633931786E-4,1.1386927027720123E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160315T210332_20160316T005620_T07WET_3,1968,6108,6128,6699,6740,6635,6637,85,84,32607,0.5138339920948617,-0.0047997600119994,-0.007699783209987291,75,2.3037696168712843E-5,5.92866614113398E-5,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160315T210332_20160316T005620_T07WET_4,2440,6269,6254,6923,6926,6866,6899,94,93,32607,0.43869335173683,-0.004133729784610921,-0.0019529837251356238,75,1.70877219305163E-5,3.814145430626122E-6,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160315T210332_20160316T005620_T07WET_5,1948,6197,6131,6761,6736,6725,6713,88,85,32607,0.5177620992697116,-0.002669434969598102,-0.001710164324485092,75,7.125883056792606E-6,2.924662016733212E-6,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160324T213519_20160325T002159_T07WET_0,1662,8191,8332,9221,9387,8910,9069,12,12,32607,0.6674004402641585,-0.01715294247421543,-0.017230169050715213,84,2.9422342703368855E-4,2.968787167942268E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160324T213519_20160325T002159_T07WET_1,1655,7917,8049,8979,9127,8764,8863,8,13,32607,0.6589035449299258,-0.012117454770895564,-0.014674819344080044,84,1.4683270906946954E-4,2.1535031945237417E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160324T213519_20160325T002159_T07WET_2,1462,7930,7935,8874,8852,8496,8517,1,2,32607,0.6888368628285623,-0.021761658031088083,-0.019287235880016122,84,4.735697248597925E-4,3.719974507321166E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160324T213519_20160325T002159_T07WET_3,1836,7921,8169,8934,9202,8696,8990,42,43,32607,0.632983508245877,-0.013499716392512762,-0.011653474054529463,84,1.822423406607171E-4,1.3580345670473603E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160324T213519_20160325T002159_T07WET_4,1334,7316,7426,8173,8266,7749,7894,1,2,32607,0.6954337899543379,-0.026629820374324834,-0.02301980198019802,84,7.091472142944766E-4,5.29911233606784E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160324T213519_20160325T002159_T07WET_5,1378,7372,7355,8273,8280,7982,7980,6,6,32607,0.6844154357036528,-0.01790218394340203,-0.01845018450184502,84,3.204881789706682E-4,3.404092950034164E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160324T213522_20160324T213519_T07WET_0,1662,8191,8332,9221,9387,8910,9069,12,13,32607,0.6674004402641585,-0.01715294247421543,-0.017230169050715213,84,2.9422342703368855E-4,2.968787167942268E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160324T213522_20160324T213519_T07WET_1,1655,7917,8049,8979,9127,8764,8863,8,13,32607,0.6589035449299258,-0.012117454770895564,-0.014674819344080044,84,1.4683270906946954E-4,2.1535031945237417E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160324T213522_20160324T213519_T07WET_2,1462,7930,7935,8874,8852,8496,8517,3,2,32607,0.6888368628285623,-0.021761658031088083,-0.019287235880016122,84,4.735697248597925E-4,3.719974507321166E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160324T213522_20160324T213519_T07WET_3,1836,7921,8169,8934,9202,8696,8990,62,49,32607,0.632983508245877,-0.013499716392512762,-0.011653474054529463,84,1.822423406607171E-4,1.3580345670473603E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160324T213522_20160324T213519_T07WET_4,1334,7316,7426,8173,8266,7749,7894,1,1,32607,0.6954337899543379,-0.026629820374324834,-0.02301980198019802,84,7.091472142944766E-4,5.29911233606784E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160324T213522_20160324T213519_T07WET_5,1378,7372,7355,8273,8280,7982,7980,7,7,32607,0.6844154357036528,-0.01790218394340203,-0.01845018450184502,84,3.204881789706682E-4,3.404092950034164E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160328T211332_20160328T211332_T07WET_0,2157,6986,6959,7582,7557,7154,7202,92,93,32607,0.5267661254936375,-0.029044516829533115,-0.024053120130090113,88,8.435837577534436E-4,5.785525234409169E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160328T211332_20160328T211332_T07WET_1,2169,6931,6917,7581,7541,7129,7189,94,94,32607,0.5225621835791328,-0.03072739632902787,-0.023896809232858113,88,9.441726045963684E-4,5.71057429436404E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160328T211332_20160328T211332_T07WET_2,2793,7022,7025,7675,7640,7313,7328,97,96,32607,0.43104501935221023,-0.02415265545769949,-0.02084446819882416,88,5.833506994872945E-4,4.3449182715021037E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160328T211332_20160328T211332_T07WET_3,2180,6930,6936,7537,7553,7197,7197,94,94,32607,0.5217200526546731,-0.023075878919505903,-0.024135593220338983,88,5.324961375775492E-4,5.825267942066043E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160328T211332_20160328T211332_T07WET_4,2786,6954,6996,7569,7578,7326,7304,97,97,32607,0.43038233490083827,-0.016314199395770394,-0.01841150383013036,88,2.661530956404175E-4,3.3898346030273164E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160328T211332_20160328T211332_T07WET_5,2709,6911,6915,7523,7557,7336,7307,96,96,32607,0.43703241895261846,-0.012584965340870852,-0.016819160387513455,88,1.5838135130660688E-4,2.828841485951137E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160328T211332_20160329T000000_T07WET_0,2157,6986,6959,7582,7557,7154,7202,92,93,32607,0.5267661254936375,-0.029044516829533115,-0.024053120130090113,88,8.435837577534436E-4,5.785525234409169E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160328T211332_20160329T000000_T07WET_1,2169,6931,6917,7581,7541,7129,7189,94,94,32607,0.5225621835791328,-0.03072739632902787,-0.023896809232858113,88,9.441726045963684E-4,5.71057429436404E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160328T211332_20160329T000000_T07WET_2,2793,7022,7025,7675,7640,7313,7328,97,96,32607,0.43104501935221023,-0.02415265545769949,-0.02084446819882416,88,5.833506994872945E-4,4.3449182715021037E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160328T211332_20160329T000000_T07WET_3,2180,6930,6936,7537,7553,7197,7197,94,94,32607,0.5217200526546731,-0.023075878919505903,-0.024135593220338983,88,5.324961375775492E-4,5.825267942066043E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160328T211332_20160329T000000_T07WET_4,2786,6954,6996,7569,7578,7326,7304,97,97,32607,0.43038233490083827,-0.016314199395770394,-0.01841150383013036,88,2.661530956404175E-4,3.3898346030273164E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160328T211332_20160329T000000_T07WET_5,2709,6911,6915,7523,7557,7336,7307,96,96,32607,0.43703241895261846,-0.012584965340870852,-0.016819160387513455,88,1.5838135130660688E-4,2.828841485951137E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160410T212512_20160410T212513_T07WET_0,552,8253,8380,9032,9183,8545,8667,1,1,32607,0.8763994626063591,-0.027706662115264267,-0.028907563025210085,101,7.676589747754784E-4,8.356470055439952E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160410T212512_20160410T212513_T07WET_1,568,7958,8204,8864,9070,8607,8659,1,1,32607,0.8704970360237118,-0.014710091007956042,-0.02318235659089627,101,2.1638677408503945E-4,5.374216053677384E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160410T212512_20160410T212513_T07WET_2,451,8195,8182,8916,8874,8382,8368,0,0,32607,0.8955172014363489,-0.030870620881026708,-0.029346943510033637,101,9.529949450767902E-4,8.612428804417805E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160410T212512_20160410T212513_T07WET_3,633,8025,8279,8785,9090,8454,8810,0,0,32607,0.8579443447037702,-0.019200649689657172,-0.01564245810055866,101,3.686649318027095E-4,2.446864905444857E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160410T212512_20160410T212513_T07WET_4,494,7738,7797,8456,8514,8067,8093,0,0,32607,0.8808346399710529,-0.023542940144041638,-0.025350755705425422,101,5.542699738658624E-4,6.426607263604337E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160410T212512_20160410T212513_T07WET_5,455,7583,7591,8318,8276,7945,7933,0,0,32607,0.8869003231419339,-0.022935497755641642,-0.021161083348756864,101,5.260370087782693E-4,4.477914185630777E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160410T212513_20160410T230951_T07WET_0,552,8253,8380,9032,9183,8545,8667,1,1,32607,0.8763994626063591,-0.027706662115264267,-0.028907563025210085,101,7.676589747754784E-4,8.356470055439952E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160410T212513_20160410T230951_T07WET_1,568,7958,8204,8864,9070,8607,8659,1,1,32607,0.8704970360237118,-0.014710091007956042,-0.02318235659089627,101,2.1638677408503945E-4,5.374216053677384E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160410T212513_20160410T230951_T07WET_2,451,8195,8182,8916,8874,8382,8368,0,0,32607,0.8955172014363489,-0.030870620881026708,-0.029346943510033637,101,9.529949450767902E-4,8.612428804417805E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160410T212513_20160410T230951_T07WET_3,633,8025,8279,8785,9090,8454,8810,0,0,32607,0.8579443447037702,-0.019200649689657172,-0.01564245810055866,101,3.686649318027095E-4,2.446864905444857E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160410T212513_20160410T230951_T07WET_4,494,7738,7797,8456,8514,8067,8093,0,0,32607,0.8808346399710529,-0.023542940144041638,-0.025350755705425422,101,5.542699738658624E-4,6.426607263604337E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160410T212513_20160410T230951_T07WET_5,455,7583,7591,8318,8276,7945,7933,0,0,32607,0.8869003231419339,-0.022935497755641642,-0.021161083348756864,101,5.260370087782693E-4,4.477914185630777E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160414T210332_20160414T210335_T07WET_0,1426,7927,7581,8647,8331,8291,7998,17,11,32607,0.6833573886976796,-0.02101782973196363,-0.020393165533713026,105,4.4174913790716324E-4,4.15881176508877E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160414T210332_20160414T210335_T07WET_1,1425,7598,7431,8154,8103,8007,7893,3,7,32607,0.6781842818428184,-0.009095971783924262,-0.01312828207051763,105,8.273670250515876E-5,1.7235178841649667E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160414T210332_20160414T210335_T07WET_2,1917,9044,8943,10085,10039,10011,9946,26,27,32607,0.6469613259668509,-0.0036823248407643313,-0.0046534901175881915,105,1.3559516232079038E-5,2.1654970271106017E-5,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160414T210332_20160414T210335_T07WET_3,1468,7568,7579,8181,8203,7903,7960,2,4,32607,0.6754725323311594,-0.017284257647351406,-0.015034337684835737,105,2.987455535324538E-4,2.2603130577234735E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160414T210332_20160414T210335_T07WET_4,1479,7566,7625,8228,8327,7999,8075,6,8,32607,0.6750878734622144,-0.01411228199913724,-0.015363980002438727,105,1.9915650059010415E-4,2.3605187713102833E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160414T210332_20160414T210335_T07WET_5,1508,7477,7491,8297,8237,8092,8025,3,2,32607,0.6648516501833537,-0.012508389773628654,-0.013036526872463412,105,1.5645981345232288E-4,1.6995103126020878E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160414T210335_20160414T230529_T07WET_0,1426,7927,7581,8647,8331,8291,7998,17,11,32607,0.6833573886976796,-0.02101782973196363,-0.020393165533713026,105,4.4174913790716324E-4,4.15881176508877E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160414T210335_20160414T230529_T07WET_1,1425,7598,7431,8154,8103,8007,7893,3,7,32607,0.6781842818428184,-0.009095971783924262,-0.01312828207051763,105,8.273670250515876E-5,1.7235178841649667E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160414T210335_20160414T230529_T07WET_2,1917,9044,8943,10085,10039,10011,9946,26,27,32607,0.6469613259668509,-0.0036823248407643313,-0.0046534901175881915,105,1.3559516232079038E-5,2.1654970271106017E-5,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160414T210335_20160414T230529_T07WET_3,1468,7568,7579,8181,8203,7903,7960,2,4,32607,0.6754725323311594,-0.017284257647351406,-0.015034337684835737,105,2.987455535324538E-4,2.2603130577234735E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160414T210335_20160414T230529_T07WET_4,1479,7566,7625,8228,8327,7999,8075,6,8,32607,0.6750878734622144,-0.01411228199913724,-0.015363980002438727,105,1.9915650059010415E-4,2.3605187713102833E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160414T210335_20160414T230529_T07WET_5,1508,7477,7491,8297,8237,8092,8025,3,2,32607,0.6648516501833537,-0.012508389773628654,-0.013036526872463412,105,1.5645981345232288E-4,1.6995103126020878E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160423T213522_20160423T213524_T07WET_0,622,8573,8647,9238,9392,8821,8948,0,0,32607,0.8657891897723595,-0.023090979566974916,-0.02420937840785169,114,5.331932868343682E-4,5.860939357855941E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160423T213522_20160423T213524_T07WET_1,596,8315,8402,9126,9197,8463,8579,0,0,32607,0.8675261169148699,-0.037694013303769404,-0.034765976597659766,114,0.001420837682824153,0.0012086725402095796,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160423T213522_20160423T213524_T07WET_2,579,8281,8278,8969,8982,8495,8447,0,0,32607,0.8692559557412216,-0.027141548327989005,-0.03069596649262723,114,7.36663512384688E-4,9.422420800691807E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160423T213522_20160423T213524_T07WET_3,632,7820,7847,8481,8486,7980,7999,0,0,32607,0.8509258167236703,-0.030435574995443776,-0.02954200788595693,114,9.263239603510019E-4,8.727300083600061E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160423T213522_20160423T213524_T07WET_4,647,7831,7866,8525,8588,8106,8156,0,0,32607,0.8479971807823329,-0.025193914978053032,-0.025800286669851888,114,6.34733266679561E-4,6.656546939301621E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160423T213522_20160423T213524_T07WET_5,598,7804,7801,8529,8559,8028,8095,0,0,32607,0.8576020954875581,-0.03025910491030984,-0.027861174492614386,114,9.156131741056747E-4,7.762448881974792E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160423T213524_20160423T232407_T07WET_0,622,8573,8647,9238,9392,8821,8948,0,0,32607,0.8657891897723595,-0.023090979566974916,-0.02420937840785169,114,5.331932868343682E-4,5.860939357855941E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160423T213524_20160423T232407_T07WET_1,596,8315,8402,9126,9197,8463,8579,0,0,32607,0.8675261169148699,-0.037694013303769404,-0.034765976597659766,114,0.001420837682824153,0.0012086725402095796,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160423T213524_20160423T232407_T07WET_2,579,8281,8278,8969,8982,8495,8447,0,0,32607,0.8692559557412216,-0.027141548327989005,-0.03069596649262723,114,7.36663512384688E-4,9.422420800691807E-4,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160423T213524_20160423T232407_T07WET_3,632,7820,7847,8481,8486,7980,7999,0,0,32607,0.8509258167236703,-0.030435574995443776,-0.02954200788595693,114,9.263239603510019E-4,8.727300083600061E-4,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160423T213524_20160423T232407_T07WET_4,647,7831,7866,8525,8588,8106,8156,0,0,32607,0.8479971807823329,-0.025193914978053032,-0.025800286669851888,114,6.34733266679561E-4,6.656546939301621E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160423T213524_20160423T232407_T07WET_5,598,7804,7801,8529,8559,8028,8095,0,0,32607,0.8576020954875581,-0.03025910491030984,-0.027861174492614386,114,9.156131741056747E-4,7.762448881974792E-4,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160424T210546_20160424T224402_T07WET_0,4714,7706,7755,8281,8317,7850,7896,97,98,32607,0.24388483438928543,-0.02671874031368173,-0.025966816751989145,115,7.138909626740545E-4,6.742754700454909E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160424T210546_20160424T224402_T07WET_1,4839,7817,7809,8400,8375,8030,7975,99,99,32607,0.23481973434535106,-0.02251978088861838,-0.024464831804281346,115,5.071404877939717E-4,5.98527923740409E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160424T210546_20160424T224402_T07WET_2,4200,7421,7440,7889,7911,7298,7365,100,100,32607,0.27835051546391754,-0.038914861394613816,-0.03574234092694423,115,0.0015143652797280024,0.00127751423995133,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160424T210546_20160424T224402_T07WET_3,4096,7493,7491,7998,8009,7463,7506,99,99,32607,0.2930007767325451,-0.03460319513614902,-0.032420238478891396,115,0.0011973805413937075,0.0010510714759704256,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160424T210546_20160424T224402_T07WET_4,4740,7573,7593,8137,8150,7683,7714,97,98,32607,0.23133057650206762,-0.028697850821744628,-0.027483610690872417,115,8.235664555891698E-4,7.553487129522289E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
20160424T210546_20160424T224402_T07WET_5,4043,7268,7286,7810,7766,7316,7272,100,100,32607,0.2862565098419984,-0.03265899775221473,-0.03285011304694773,115,0.0010666097297004592,0.001079129508307476,69.57483,-138.86305,Phenocam6,2016,"{""type"":""Point"",""coordinates"":[-138.86305,69.57483]}"
20160424T210552_20160424T210546_T07WET_0,4714,7706,7755,8281,8317,7850,7896,97,98,32607,0.24388483438928543,-0.02671874031368173,-0.025966816751989145,115,7.138909626740545E-4,6.742754700454909E-4,69.5756,-138.9046,Phenocam1,2016,"{""type"":""Point"",""coordinates"":[-138.9046,69.5756]}"
20160424T210552_20160424T210546_T07WET_1,4839,7817,7809,8400,8375,8030,7975,99,99,32607,0.23481973434535106,-0.02251978088861838,-0.024464831804281346,115,5.071404877939717E-4,5.98527923740409E-4,69.5757,-138.90525,Phenocam2,2016,"{""type"":""Point"",""coordinates"":[-138.90525,69.5757]}"
20160424T210552_20160424T210546_T07WET_2,4200,7421,7440,7889,7911,7298,7365,100,100,32607,0.27835051546391754,-0.038914861394613816,-0.03574234092694423,115,0.0015143652797280024,0.00127751423995133,69.57781,-138.91277,Phenocam3,2016,"{""type"":""Point"",""coordinates"":[-138.91277,69.57781]}"
20160424T210552_20160424T210546_T07WET_3,4096,7493,7491,7998,8009,7463,7506,99,99,32607,0.2930007767325451,-0.03460319513614902,-0.032420238478891396,115,0.0011973805413937075,0.0010510714759704256,69.57515,-138.89453,Phenocam4,2016,"{""type"":""Point"",""coordinates"":[-138.89453,69.57515]}"
20160424T210552_20160424T210546_T07WET_4,4740,7573,7593,8137,8150,7683,7714,97,98,32607,0.23133057650206762,-0.028697850821744628,-0.027483610690872417,115,8.235664555891698E-4,7.553487129522289E-4,69.57651,-138.86711,Phenocam5,2016,"{""type"":""Point"",""coordinates"":[-138.86711,69.57651]}"
